N,BaseGapMean,BaseGapSEM,SynthGapMean,SynthGapSEM,GapReductionMean,GapReductionSEM,GapReductionMedian,NPositive,t,df,pRight,pSignFlip
15,0.138216011042098,0.0155569129266186,0.0761144049187527,0.0191551381792207,0.0621016061233452,0.026067807452456,0.0757575757575756,12,2.38231029735085,14,0.015965899083883,0.0168983101689831
