y,pearson_r,pearson_p,pearson_df,spearman_rho,spearman_p
selected_gap_median,0.7799544074179922,0.0385941523122346,5,0.8214285714285715,0.0234488083456915
uplift_median,0.7904789739610424,0.0343518676013212,5,0.8214285714285715,0.0234488083456915
top_full_gap_mean,0.7796031257106725,0.0387404852924157,5,0.8214285714285715,0.0234488083456915
