NImages,NSelectedPool,NDrawPerIteration,NIterations,RandomMean,RandomSEM,CLIPMean,CLIPSEM,UpliftMean,UpliftSEM,t,df,pRight,pSignFlip,SelectionRule
80,16,8,50,0.0960876177140114,0.00468610383111515,0.148806970422362,0.0043097177403301,0.0527193527083502,0.00685241599987769,7.69354235196626,49,2.81793674842421e-10,9.99900009999e-05,curated Figure 3B top-20% CLIP mask
